name,total_sales,sum(sale_liters)
KUM & GO #507 / NORTH LIBERTY,33023.08,1813.2599999999998
OTTER CREEK COUNTRY STORE,32989.08,2057.35
WALGREENS #10770 / CARROLL,32974.88999999999,1880.37
CASEY'S GENERAL STORE #1414  / STATE,32810.4,1589.7
CASEY'S GENERAL STORE #1651 / ALBIA,32702.720000000005,1317.4
NEW STAR / RAYMOND,32694.71,1504.76
QUIK TRIP #531 / GRIMES,32667.410000000003,1774.5700000000002
CIRCLE K #22654124 / PERRY,32661.15,1953.0
CASEY'S GENERAL STORE #1081 / FONTANELLE,32657.1,1659.1999999999998
CASEY'S GENERAL STORE # 1441/ MARSHALLTOWN,32563.599999999995,1329.08
HY-VEE C-STORE - DOUGLAS,32551.95,1449.2499999999998
COUNTRY FOODS / BELLE PLAINE,32489.519999999993,2188.2
CASEY'S GENERAL STORE #2023 / FT MADISON,32335.94,1489.1000000000001
HY-VEE FAST AND FRESH - URBANDALE,32305.33,1284.3600000000001
MOD / KEOKUK,32301.440000000006,1714.5900000000001
CASEY'S GENERAL STORE #2305 / BELMOND,32252.949999999997,1652.0
HY-VEE FAST AND FRESH #3 / URBANDALE,32183.959999999995,1430.55
WALGREENS #06623 / WEST DES MOINES,32120.039999999997,1426.5
"GREEN FROG DISTILLERY, LLC",31967.82,792.0
CASEY'S GENERAL STORE #2900 / GILBER,31964.89,1960.68
CIRCLE K #22654125 / PERRY,31879.490000000005,1978.6
CASEY'S GENERAL STORE #2489 / DENISO,31854.020000000004,1617.3000000000002
HY-VEE FAST AND FRESH - WINDSOR HEIGHTS,31847.880000000005,1058.6999999999998
CASEY'S GENERAL STORE #1126 / WYOMING,31807.410000000003,1958.5099999999998
CASEY'S GENERAL STORE #1886 / OTTUMWA,31752.350000000002,1502.05
VICTOR'S MARKET,31724.57,1969.97
CVS PHARMACY #8526 / CEDAR RAPIDS,31694.910000000003,2076.5
CASEY'S GENERAL STORE #2529 / LAMONI,31692.34,1560.99
SPEEDEE MART 1515 / COUNCIL BLUFFS,31500.67,892.4199999999998
KUM & GO #222 / WEST ST GRINNELL,31454.699999999993,1570.17
KUM & GO #22 / GRINNELL,31411.849999999995,1442.28
KIMMES COUNTRY STORE ALTA 05,31367.52,2175.4500000000003
KUM & GO #608 / OKOBOJI,31331.549999999996,1886.55
HY-VEE GAS - PLEASANT HILL,31300.400000000005,1142.5500000000002
HY-VEE GAS #2 / OTTUMWA,31218.320000000007,1367.6799999999998
KUM & GO #51 / IOWA CITY,31086.300000000003,1725.7899999999997
CASEY'S GENERAL STORE #1130 / REINBECK,31027.049999999996,1630.58
KUM & GO #52 / IOWA CITY,30935.100000000002,1535.36
CASEY'S GENERAL STORE # 3502/ STANTO,30918.160000000003,1564.7499999999998
WALGREENS #09791 / ALTOONA,30916.51,1570.43
WALGREENS #01301 / OTTUMWA,30801.780000000002,1545.0
"BOYD GROCERY, INC.",30663.630000000005,2413.95
BATAVIA BP / BATAVIA,30623.360000000004,1730.85
CASEY'S GENERAL STORE #1028 / MIDDLETOWN,30546.739999999994,1527.3300000000002
CASEY'S GENERAL STORE #1534 / GUTHRI,30536.79,1518.11
WALGREENS #04714 / DES MOINES,30493.800000000003,1348.5
CASEY'S GENERAL STORE #1828 / WEBSTER CITY,30438.719999999998,1270.29
CASEY'S GENERAL STORE # 2272/COLFAX,30406.53,1125.66
TEQUILA WINE & SPIRITS / KALONA,30387.36,2520.0
KWIK SHOP #568 / HIAWATHA,30373.510000000006,1401.95
J & C GROCERY / DUMONT,30353.8,1629.44
CASEY'S GENERAL STORE #20 / ALDEN,30234.130000000005,1676.95
THE DEPOT GILMAN,30213.35,1857.6399999999999
CVS PHARMACY #8544 / WATERLOO,30164.739999999998,1918.19
CASEY'S GENERAL STORE #1134 / GRINNELL,30144.120000000003,1442.99
CASEY'S GENERAL STORE #3042 / BROOKLYN,30000.08,1868.35
CASEY'S GENERAL STORE #3757 / IDA GROVE,29976.93,1435.1999999999998
CASEY'S GENERAL STORE #2307 / MELCHER-DALLAS,29885.220000000005,1232.6200000000001
YESWAY #1148 / MARSHALLTOWN,29872.39,1392.2000000000003
CASEY'S GENERAL STORE #2168 / DAVENPORT,29649.190000000002,1084.42
TRANSIT GENERAL STORE / SIOUX CITY,29617.140000000003,1212.19
CASEY'S GENERAL STORE #3080 / HUDSON,29588.58,1314.05
CASEY'S GENERAL STORE #1610 / KNOXVILLE,29573.390000000003,1196.4499999999998
CASEY'S GENERAL STORE #1729 / ARLINGTON,29476.920000000006,2107.05
SOUTHGATE WINE & SPIRITS / AMES,29376.16999999999,1034.5400000000004
CASEY'S GENERAL STORE #1328 / ESTHERVILLE,29172.53,1224.4999999999998
CASEY'S GENERAL STORE #2303 / GLIDDEN,29109.1,1757.7999999999997
CASEY'S GENERAL STORE #3037 / CHEROKEE,29012.250000000004,1187.74
CASEY'S GENERAL STORE #2306 / NEVADA,28938.34,1512.35
CASEY'S GENERAL STORE #2629 / RIVERSIDE,28918.36,1397.46
CASEY'S GENERAL STORE #68 / ALTON,28899.829999999998,2105.95
CASEY'S GENERAL STORE #3025 / CARROLL,28794.859999999997,1539.3899999999999
CASEY'S GENERAL STORE #2821 / GLADBROOK,28767.270000000008,1672.72
CASEY'S GENERAL STORE #2256 - DEWITT,28722.960000000006,1175.3700000000001
HY-VEE C-STORE - EAST HICKMAN,28691.960000000003,1036.46
FAREWAY STORES INC #229 / ODGEN,28680.74999999999,1588.9899999999993
MINI MART #3 / CHARLES CITY,28616.469999999994,1523.6700000000005
CASEY'S GENERAL STORE #1793 / IOWA FALLS,28487.09,1117.1999999999998
WALGREENS #06677 / WEST DES MOINES,28445.940000000002,1639.0
CASEY'S GENERAL STORE #1577 / ALBIA,28232.04,1136.7
CUBBY'S RED OAK,28203.019999999997,1660.9
CASEY'S GENERAL STORE #3717 / VINTON,28153.36,1319.5500000000002
WALGREENS #12580 / CEDAR RAPIDS,28121.04,1647.0
OTHO CONVENIENCE AND FOOD,28094.07,1882.5700000000002
AINSWORTH FOUR CORNERS / AINSWORTH,28060.010000000002,1284.4899999999998
KWIK STAR #1158 / AMES,27977.300000000003,1196.6999999999998
CASEY'S GENERAL STORE #1455,27952.46,1357.87
LINCOLN FARM AND HOME 3 / PACIFIC JUNCTION,27951.870000000003,963.81
FORT MADISON FAST BREAK,27951.850000000002,868.43
WALGREENS #03876 / MARION,27944.13,1339.5
CASEY'S GENERAL STORE #2992 / FONDA,27777.450000000004,1503.2199999999998
WALGREENS #12393 / CEDAR RAPIDS,27750.500000000004,1490.69
YESWAY STORE # 10021/ WEBSTER CITY,27674.84,1123.9999999999998
CASEY'S GENERAL STORE #74 - MORNING SUN,27535.9,1403.75
WALGREENS #09476 / BURLINGTON,27495.9,1468.7
CASEY'S GENERAL STORE #2346 / BURLINGTON,27488.72,1155.57
HY-VEE C-STORE #3 / DUBUQUE,27477.480000000003,1318.27
SERGEANT BLUFF PUMP 'N PAK / SERGEANT BLUFF,27412.94,1211.2600000000002
CASEY'S GENERAL STORE #2488 / N ENGLISH,27396.31,1321.0499999999997
CASEY'S GENERAL STORE #1131 / DYSART,27369.159999999996,1668.0
CASEY'S GENERAL STORE #1527 / GRINNELL,27294.3,1170.36
CASEY'S GENERAL STORE #2639 / MAYNARD,27144.92,1643.94
CASEY'S GENERAL STORE #1894 / SPENCER,27126.280000000002,1570.05
KWIK SPIRITS #560 / CEDAR RAPIDS,27105.510000000002,1420.7500000000002
CASEY'S GENERAL STORE #2584  / OSSIAN,27105.07,1556.42
CASEY'S GENERAL STORE #1762 / ALGONA,27086.250000000004,1286.35
KWIK STAR #710 / TOLEDO,27072.309999999998,1245.1
CIRCLE S GORDON DRIVE,27003.46,973.85
SMOKIN' JOE'S TOBACCO & LIQUOR OUTLET #03 / CLINTON,26982.02,1435.48
CASEY'S GENERAL STORE #22 / CHARITON,26964.36,1334.7900000000002
KUM & GO #4 / LAMONI,26944.16,1405.3600000000001
CASEY'S GENERAL STORE #2366 / OSKALOOSA,26927.559999999998,1218.13
CASEY'S GENERAL STORE # 2169/ INDEPENDENCE,26727.780000000002,1377.19
CIRCLE K #22654122 / BOONE,26443.54,1482.19
CASEY'S GENERAL STORE #2518 / LOHRVI,26368.62,1701.1599999999999
COUNTRYSIDE MARKET / MINDEN,26277.640000000003,1106.37
KIMMES HUMBOLDT COUNTRY STORE #14,26265.709999999995,1782.5999999999997
KWIK STAR #1186 / ALTOONA,26154.89,1134.999999999999
CASEY'S GENERAL STORE #1546 / FREMONT,26017.0,1348.1
KEYWEST CONOCO / DUBUQUE,25938.4,1861.1799999999998
CASEY'S GENERAL STORE #27  /  AUDUBO,25927.520000000004,1426.4
CVS PHARMACY #8547 / IOWA CITY,25925.98,1954.75
IB PONY / WATERLOO,25843.510000000002,1126.29
TERRY'S FOOD CENTER / DYSART,25833.670000000002,1873.55
CASEY'S GENERAL STORE #1499 / CHARITON,25815.96,1284.37
HARTIG DRUG COMPANY #3/JFK,25770.81,2148.9599999999996
CASEY'S GENERAL STORE #42 / WELLMAN,25741.16,1060.29
CASEY'S GENERAL STORE # 2687/ HAWARDEN,25736.670000000002,1341.06
CASEY'S GENERAL STORE # 2511/ CRESCO,25696.100000000002,1349.3999999999999
CASEY'S GENERAL STORE #1588 / DOWS,25633.700000000004,1541.55
CASEY'S GENERAL STORE #1695 / SOLON,25591.109999999997,1261.0500000000002
YESWAY #1103 / ROCKFORD,25581.319999999996,1724.3
CASEY'S GENERAL STORE #1714 / FAIRFIELD,25485.809999999998,1066.1
CASEY'S GENERAL STORE # 3546/ MONONA,25457.01,1387.95
HY-VEE GAS #3 / WDM,25327.390000000003,886.0799999999999
CASEY'S GENERAL STORE #2541 / BEDFORD,25159.37,1481.3499999999997
MOD / FORT MADISON,25157.010000000006,1313.45
WALGREENS #07996 / ANKENY,25142.82,1093.5
WALGREENS #09708 / DUBUQUE,25129.88,1210.0
CASEY'S GENERAL STORE #30 / GILMORE CITY,25076.9,1652.72
CASEY'S GENERAL STORE # 1591/ DECORAH,25025.84,1516.5
HY-VEE C-STORE / FAIRFIELD,25023.93,1078.5500000000002
CASEY'S GENERAL STORE #2624 / MANCHESTER,24951.59,1374.39
CASEY'S GENERAL STORE #2458 / MASON CITY,24926.03,1129.04
BREW OIL #11 / BOYDEN,24870.29,1785.8
KWIK STOP #848 / DUBUQUE,24833.100000000002,1384.45
CASEY'S GENERAL STORE #1024 / GUTTEN,24786.68,1618.4499999999998
CASEY'S GENERAL STORE #2647 / CENTER POINT,24784.7,1431.25
WALGREENS #03590 / WATERLOO,24765.420000000002,1214.25
BOJI JUNCTION / MILFORD,24736.070000000003,1151.6
CASEY'S GENERAL STORE #72 / TIPTON,24672.800000000003,995.1299999999998
CASEY'S GENERAL STORE #1623 / INDIANOLA,24511.260000000002,986.67
BREW OIL #41 / ALBERT CITY,24460.170000000006,1510.7399999999998
CASEY'S GENERAL STORE #2350 / OSKALOOSA,24281.999999999996,973.65
CASEY'S GENERAL STORE #2315 / CORYDON,24258.040000000005,1265.0700000000002
OKOBOJI GAS COMPANY / MILFORD,24106.42,913.6
WALGREENS #07968 / DES MOINES,24072.54,1027.5
BIG 10 MART,24046.04,1478.3399999999997
WALGREENS #03196 / MARSHALLTOWN,24045.900000000005,970.5
JET STOP BURLINGTON NORTH / BURLINGTON,24037.79,831.5
LATIMER COMMUNITY GROCERY,23966.739999999998,1913.0
WESTLAND FAST BREAK,23960.47,756.6999999999999
BREW OIL #42,23896.050000000003,1352.9599999999998
BEST DEALS / RAYMOND,23871.839999999997,1271.42
CASEY'S GENERAL STORE #2460 / ALGONA,23814.530000000006,1140.65
TRI STOP,23722.95,1788.0600000000002
YESWAY STORE # 10026/ MASON CITY,23708.78,1382.2999999999997
HY-VEE FAST AND FRESH / GRIMES,23650.12,1090.6699999999998
CASEY'S GENERAL STORE #1887 / CEDAR FALLS,23609.66,1338.1399999999999
CASEY'S GENERAL STORE #2846 / MAQUOKETA,23579.67,980.49
KWIK STAR #1180 / PERRY,23576.590000000004,1082.1999999999998
CVS PHARMACY #4816 / COUNCIL BLUFFS,23483.59,1415.62
ELKADER PRONTO MARKET / ELKADER,23454.579999999998,1394.91
CASEY'S GENERAL STORE #1589 / GRUNDY CENTER,23198.94,1343.57
CASEY'S GENERAL STORE #1020  / LE CL,23069.199999999997,1234.5600000000004
KWIK STAR #1155 / PLEASANT HILL,23054.57,1074.05
KWIK STAR #1119 / EMMETSBURG,23028.170000000002,1096.6999999999998
CASEY'S GENERAL STORE #26 / PERRY,23003.050000000003,1317.25
CASEY'S GENERAL STORE #1484 / MUSCATINE,22943.190000000002,1293.26
CASEY'S GENERAL STORE #2519 / MERRILL,22897.100000000002,1133.72
CIRCLE K #4706600 / MUSCATINE,22832.220000000005,746.35
CASEY'S GENERAL STORE #2864/EVANSDALE,22815.25,943.3900000000001
HY-VEE FOOD STORE #3 (1866) / WATERLOO,22805.77000000001,1213.6999999999998
CASEY'S GENERAL STORE #1045 / DELMAR,22763.079999999998,1137.1999999999998
THE DEPOT WILLIAMSBURG,22716.030000000002,1446.8900000000003
EXPRESS MART / MUSCATINE,22615.680000000004,1310.14
BP TO GO #4 / CEDAR RAPIDS,22595.12,1142.5199999999998
WALGREENS #11709 / DAVENPORT,22466.17,1014.91
KUM & GO # 1 / HAMPTON,22438.0,1261.93
HY-VEE FAST AND FRESH #4 / URBANDALE,22408.339999999993,922.2500000000001
CASEY'S GENERAL STORE #2030 / CLINTON,22262.27,853.76
PRIME STOP.INC / MELBOURNE,22258.390000000003,1071.66
BLAIRSTOWN QUICK STOP,22133.52,958.75
GARNER ONE STOP,22109.300000000003,1371.3299999999997
HY-VEE GAS / JOHNSTON,22106.64,1117.1399999999999
SUNDSTOP / OLIN,22080.9,1353.2
KWIK STAR #1172 / MARION,22078.63,1017.8
CASEY'S GENERAL STORE #2533 / MARENGO,22076.43,994.3299999999999
CASEY'S GENERAL STORE #2060 / POCAHONTAS,22059.840000000004,940.05
CVS PHARMACY #8538 / CEDAR FALLS,22034.82,1687.5
CORNERSTONE APOTHECARY,21910.48,1006.1999999999999
PRIMESTAR / MARENGO,21880.210000000003,1404.86
CASEY'S GENERAL STORE #2530 / ALTA,21744.260000000002,975.5999999999999
HY-VEE FAST AND FRESH #2 / WEST DES MOINES,21744.219999999998,928.12
EXPRESS MART,21702.69,1334.02
BRAVIM MART INCORPORATED / ANKENY,21629.329999999994,859.8700000000002
KWIK SHOP #589 / ELDRIDGE,21603.24,1520.75
HY-VEE FAST AND FRESH #2 / GRIMES,21388.529999999995,995.7999999999998
BREW #1 WEST LAKE GENERAL STORE / STORM LAKE,21386.610000000004,1193.85
KWIK SHOP #561 / CEDAR RAPIDS,21377.840000000004,1046.66
WMART / DAVENPORT,21256.509999999995,914.1200000000003
CASEY'S GENERAL STORE #2270 / AURELIA,21156.31,1127.75
WALGREENS #05943 / INDIANOLA,21032.119999999995,1078.48
WALGREENS #05044 / BURLINGTON,21016.95,1018.48
STEWART ROAD FAST BREAK,20557.640000000007,570.96
CASEY'S GENERAL STORE #1612 / MOUNT PLEASANT,20505.89,852.8900000000001
CASEY'S GENERAL STORE #19 / MASON CITY,20337.81,956.39
CASEY'S GENERAL STORE # 3513/ BELLE PLAINE,20321.91,1110.6499999999999
DISCOUNT LIQUORS OF IDA GROVE,20292.27,1153.5
HY-VEE C-STORE #2 - ANKENY,20255.69,887.6000000000001
FAIRBANK FOOD CENTER / FAIRBANK,20228.05,1366.65
CASEY'S GENERAL STORE # 3523/ ELDRIDGE,20041.339999999997,896.04
CASEY'S GENERAL STORE #2527 / SHELDON,19928.86,940.0500000000001
WEST FORTY MARKET - GREENE,19788.659999999996,1392.6000000000001
ROLFE HEARTLAND,19737.320000000003,1367.7
WALGREENS #05306 / COUNCIL BLUFFS,19722.719999999994,835.5
STANWOOD FOOD MART LLC,19572.84,967.5
WALGREENS #05470 / SIOUX CITY,19511.46,831.0
KWIK STAR #1156 / OELWEIN,19504.06,874.25
RAYMOND'S STATION / GARWIN,19452.54,1469.4
WORLD LIQUOR AND TOBACCO PLUS VAPORS /  CHEROKEE,19451.47999999999,896.9999999999998
CASEY'S GENERAL STORE #1678 / OTTUMWA,19446.78,1023.0699999999997
HY-VEE GAS #2 / CORALVILLE,19390.96,782.08
KWIK STOP #82  /  PEOSTA,19367.93,800.94
WEST MAIN LIQUOR,19343.010000000002,1272.17
EMPIRE LIQUOR AND TOBACCO / HIAWATHA,19294.119999999995,860.3900000000001
MEDIAPOLIS FAST BREAK,19286.48,629.8999999999999
HY-VEE GAS #4 / DES MOINES,19284.949999999997,671.6500000000001
KWIK SHOP #595  /  W BROADWAY,19115.84,809.4999999999999
CASEY'S GENERAL STORE #57 / EDDYVILLE,19003.129999999997,776.28
PORTSIDE ONE STOP / HARPERS FERRY,18937.66,1083.3700000000001
CASEY'S GENERAL STORE #62 / POMEROY,18859.11,1200.5499999999997
HY-VEE WINE AND SPIRITS (1628) / SPIRIT LAKE,18675.959999999992,968.4899999999992
CASEY'S GENERAL STORE #1159 / CORRECTIONVILLE,18641.15,1050.17
CASEY'S GENERAL STORE #67 / SUMNER,18619.039999999997,996.01
CASEY'S GENERAL STORE #63 / ROCK RAPIDS,18580.410000000003,1151.44
WALGREENS #05886 / KEOKUK,18504.0,868.49
TARGET STORE T-0860 / WEST BURLINGTON,18471.839999999997,907.5
TAYLOR QUIK PIK - HARLAN,18369.46,749.85
CVS PHARMACY #10329 / MERLE HAY,18357.84,1248.0
CASEY'S GENERAL STORE #1997 / WAUKON,18313.68,989.1500000000001
KWIK STOP FOOD MART / DUBUQUE,18286.61,991.8800000000001
KWIK STAR #1154 / SHELDON,18228.899999999998,893.87
CASEY'S GENERAL STORE #1827 / KNOXVILLE,18170.95,816.65
HY-VEE FAST AND FRESH / CLIVE,17936.329999999998,556.52
CASEY'S GENERAL STORE #2770 / MARION,17879.899999999998,922.75
WALGREENS #05361 / FORT DODGE,17850.42,805.5
TIGER MART,17817.41,920.6299999999999
BP TO GO #5 / HIAWATHA,17813.540000000005,743.25
KWIK STAR #1189 / DE SOTO,17729.980000000003,782.2499999999994
WALGREENS #05239 / DAVENPORT,17658.49,744.2700000000001
CVS / PHARMACY #10282 / FORT DODGE,17576.499999999996,1357.0
MALCOM GAS & FOOD / MALCOM,17510.170000000002,888.39
KUM & GO #7706 / AMES,17499.84,988.1
JET STOP BONAPARTE / BONAPARTE,17436.86,779.1999999999999
KUM & GO #1959 / ELDORA,17408.050000000003,1065.01
IOWA CITY FAST BREAK,17346.74,733.0400000000001
PRESTON COUNTRY STORE,17296.47,1171.21
HY-VEE GAS #1 / OTTUMWA,17169.030000000002,593.5299999999996
NEW STAR / FORT DODGE,17040.61,838.54
FAS MART #5148 / CEDAR RAPIDS,16995.440000000002,632.4699999999999
SPARKY'S ONE STOP / LAKE VIEW,16911.84,1146.75
HY-VEE FAST AND FRESH #3 / WEST DES MOINES,16884.87,607.1499999999997
MCDERMOTT OIL CO,16826.679999999997,765.8699999999998
KUM & GO #7701 / DES MOINES,16750.22,527.8000000000001
JET STOP WEST POINT / WEST POINT,16696.08,763.9200000000001
WALGREENS #03595 / DAVENPORT,16695.72,834.0
WALGREENS #12148 / WAVERLY,16654.92,737.25
JET STOP NEW LONDON / NEW LONDON,16626.14,743.8499999999998
FCA KINGSLEY C-STORE,16460.819999999996,879.9000000000001
CASEY'S GENERAL STORE #3030 / STORM LAKE,16365.75,645.1100000000001
WALGREENS #11759 / FORT MADISON,16268.099999999999,805.87
CASEY'S GENERAL STORE #3679 / STORM LAKE,16237.189999999999,776.65
BP TO GO #1 / CEDAR RAPIDS,16212.300000000003,676.5500000000003
THE STATION,16107.380000000001,1244.5700000000002
KWIK STAR #1107 / CEDAR RAPIDS,16085.289999999999,696.8999999999996
CASEY'S GENERAL STORE #1621 / MASON CITY,15964.1,768.35
KWIK STAR #711 / MONONA,15963.049999999997,713.6999999999996
BIG 10 MART #11 / DUBUQUE,15957.390000000001,838.8400000000001
CVS PHARMACY #10452  /  AMES,15845.939999999999,1006.8
CVS PHARMACY #8658 / DAVENPORT,15795.289999999999,1597.25
KWIK STAR #1097 / URBANDALE,15757.249999999998,700.2000000000002
CASEY'S GENERAL STORE #1605 / HAMPTON,15687.79,732.2700000000001
HY-VEE GAS #4 - WDM,15525.820000000003,554.41
JET STOP MILTON / MILTON,15491.71,796.1
KUM & GO #301 / CLEAR LAKE,15451.36,747.06
ELKADER FAST TRAK / ELKADER,15349.79,788.15
FASTTRAK,15285.080000000002,947.5500000000001
NEW YORK DOLLAR STORE,15172.189999999999,733.87
CASEY'S GENERAL STORE #2672 / SANBORN,15070.96,788.8299999999999
WALGREENS #06154 / DUBUQUE,14991.829999999998,647.75
CASEY'S GENERAL STORE #1265 / SIBLEY,14962.419999999998,616.25
TYCOGA VINEYARD & WINERY,14837.400000000001,711.0
BUCKY'S EXPRESS #34 / COUNCIL BLUFFS,14832.010000000002,623.8000000000002
COLONY POINT FUEL & GAS - WILLIAMSBURG,14793.699999999999,500.36
YESWAY #1169 / STORM LAKE,14747.1,774.9499999999999
CASEY'S GENERAL STORE #1511 / SEYMOU,14466.2,824.8699999999999
BP TO GO #6 / MARION,14391.48,729.05
IOWA CITY BP,14367.27,493.00000000000006
OLSEN'S BP,14309.969999999998,444.84999999999997
CVS / PHARMACY #8539 / IOWA CITY,14238.759999999993,781.45
CHEEMA GAS AND LIQUORS / NEW SHARON,14181.18,723.5999999999999
WALGREENS #05144 / CLINTON,14159.3,602.5
HONEY CREEK RESORT STATE PARK/ GIFT,14009.670000000002,591.4
YESWAY STORE # 10019/ MASON CITY,13974.0,1037.3999999999999
LAKESIDE HOTEL & CASINO,13956.779999999999,790.5
OLD 34 GAS & GRILL / DANVILLE,13926.86,915.14
JEFFS FOODS REMSEN / REMSEN,13831.159999999998,823.1
YESWAY #1031,13665.18,694.9
JET STOP BIRMINGHAM / BIRMINGHAM,13626.480000000001,605.45
YESWAY STORE # 1036/ KANAWHA,13538.91,841.95
CVS PHARMACY #10032 / MARION,13481.880000000001,680.8
KUM & GO #1074 / WDM,13444.7,585.72
6 CORNERS GAS & GRUB,13315.7,1023.5100000000001
URBAN FUEL EXPRESS / IOWA CITY,13202.63,461.59999999999997
URBAN FUEL LLC / NORTH LIBERTY,13115.18,714.04
JET STOP / FAIRFIELD,13114.85,433.45
KUM & GO #1046 / WALNUT,13009.93,496.55000000000007
SMOKIN' JOE'S #18 TOBACCO AND LIQUOR OUTLET,12992.780000000002,775.6600000000001
KWIK SHOP #565 / CEDAR RAPIDS,12961.07,717.8699999999999
JET STOP DENMARK / DENMARK,12918.599999999999,626.75
HY-VEE FAST AND FRESH / JOHNSTON,12827.84,407.95000000000005
KEYSTONE MINI MART / KEYSTONE,12769.130000000001,711.0600000000001
JJ GAS AND FOOD / SPRINGVILLE,12729.400000000001,580.04
OSKALOOSA WATERING HOLE,12535.249999999996,668.1500000000002
PANTHER TRAVEL CENTER / CEDAR FALLS,12506.610000000002,477.02
CEDAR RAPIDS BP,12492.6,1124.25
HY-VEE WINE AND SPIRITS (1544) / RED OAK,12465.509999999995,641.65
WALGREENS #05942 / NEWTON,12359.740000000002,552.37
NEW STAR RAYMOND / RAYMOND,12334.87,640.9200000000001
CASEY'S GENERAL STORE - #2532,12048.07,692.3199999999999
JET STOP BURLINGTON SOUTH / BURLINGTON,12030.78,385.3
VALENTINA MEXICAN GROCERY STORE / EAGLE GROVE,11918.890000000001,534.59
KWIK STOP 16TH STREET #325,11591.01,603.5699999999999
CVS PHARMACY #8659 / DAVENPORT,11383.82,854.25
CASEY'S #6116 / COUNCIL BLUFFS,11286.369999999999,386.54
CASEY'S #6134 / COUNCIL BLUFFS,11205.96,309.30000000000007
HWY 34 TRUCKSTOP,11024.98,386.91999999999996
BEER CITY,10957.0,721.8500000000001
KWIK STOP FOOD MART,10946.01,525.25
POLK CITY LIQUOR,10792.2,477.40000000000003
YESWAY STORE # 10022/ WATERLOO,10763.95,745.2
CVS PHARMACY #10162 / DES MOINES,10725.12,661.5
OSAGE LIQUORS,10682.130000000001,633.8900000000001
CASEY'S GENERAL STORE #1084 / EVANSDALE,10369.920000000002,399.52
HY-VEE FOOD STORE #1 (1410) / MASON CITY,10322.469999999998,543.7600000000001
HY-VEE FOOD STORE (1095) / CRESTON,10250.560000000001,648.8
CVS PHARMACY #8546 / WATERLOO,10218.71,720.48
LONELY OAK DISTILLERY,10124.46,247.5
MOES MART #4 / COUNCIL BLUFFS,10059.080000000002,378.69999999999993
CASEY'S GENERAL STORE #1624 / WASHINGTON,10035.580000000002,434.54999999999995
STAN'S CORNER / LAKE PARK,10032.529999999999,492.9
QUIK N HANDI III,9936.11,367.12000000000006
HY-VEE #3 GAS / IOWA CITY,9819.84,203.79999999999998
JET STOP HOUGHTON / HOUGHTON,9710.29,446.4199999999999
BIG 10 MART #19 / HIAWATHA,9609.56,404.0
WEST SECOND BP / OTTUMWA,9515.68,458.99999999999994
WALGREENS #10985 / CORALVILLE,9502.130000000001,436.37
LEFTY'S CONVENIENCE STORE INC,9497.4,638.1
TEQUILA WINE & SPIRITS,9491.4,801.0
HY-VEE FOOD STORE (1473) / OSCEOLA,9434.759999999998,602.25
EASTSIDE LIQUOR AND GROCERY / MARSHALLTOWN,9424.179999999995,393.0400000000002
RANDHAWA'S TRAVEL CENTER,9395.699999999999,353.35
JET STOP SALEM STUB / SALEM,9154.89,363.25
BUCKY'S EXPRESS #16 / COUNCIL BLUFFS,9057.93,408.19999999999993
TRAER SHORT STOP / TRAER,9009.45,541.6600000000001
WALGREENS #11153 / SPENCER,8997.900000000001,421.5
WALGREENS #05941 / MASON CITY,8965.32,420.0
BIG 10 MART #12 / DUBUQUE,8794.59,353.96999999999997
LEEDS FOOD N FUEL / SIOUX CITY,8693.12,351.06000000000006
CVS / PHARMACY #10480 / URBANDALE,8638.74,459.0
DIVISION MART / DAVENPORT,8574.9,339.29
LEGENDARY RYE / BAD BEAR ENTERPRISES,8568.0,220.5
HY-VEE FAST & FRESH EXPRESS -OSCELOA,8565.449999999999,84.72
GM FOOD MART,8449.779999999999,435.22
CVS PHARMACY #8443 / CEDAR RAPIDS,8377.060000000001,684.37
MOES MART #12 / HOSPERS,8364.32,479.12
G CORNER / CEDAR FALLS,8323.07,327.09
BLIND PIG COCKTAIL BODEGA / WEST DES MOINES,8146.4,216.71999999999997
FAS MART # 5159/ DUBUQUE,8136.98,180.04999999999998
WALGREENS #11193 / BOONE,8037.96,364.5
HOSPERS MINI MART / HOSPERS,7979.59,457.61000000000007
HY-VEE C STORE #5 / CEDAR RAPIDS,7970.84,329.61
HY-VEE FOOD STORE #1 (1887) / WDM,7909.799999999998,329.7
KUM & GO #214  AMES,7788.52,427.19
HY-VEE GAS #5 / DAVENPORT,7723.36,143.5
DUBUQUE TOBACCO & GROCERY / DUBUQUE,7647.39,156.89999999999998
173 CRAFT DISTILLERY,7380.0,405.0
HY-VEE GAS #2 / BURLINGTON,7357.3099999999995,238.59
WALGREENS #05721 / DES MOINES,7313.540000000001,362.5
WHISKEY WOLF LIQUOR,7265.5799999999945,383.05000000000007
PUMP N PAK,7248.829999999998,458.1000000000001
SNK GAS & FOOD LLC,7237.139999999999,421.28999999999996
GIT-N-GO #47 / ALTOONA,7087.48,276.3999999999999
BP TO GO #2 / CEDAR RAPIDS,7043.419999999997,356.5
KUM & GO #46 / WALNUT,7035.06,315.8000000000001
HY-VEE FAST & FRESH EXPRESS / CRESTON,6586.54,121.21000000000001
WALGREENS #05885 / MUSCATINE,6565.760000000001,268.35
HY-VEE GAS / INDIANOLA,6516.099999999999,81.05000000000001
WALGREENS #10855 / WATERLOO,6507.61,418.33000000000004
